Tumor Duke network  with 295 segments (582 subsegments with min. segment length  50.000000)												
990.000000 810.000000 150.000000 box dimensions in microns												
34 28 6 number of tissue points in x,y,z directions												
100	outer bound distance											
150	max. segment length											
4		maximum number of segments per node										
582	total number of segments											
SegName	Type	StartNode	EndNode	Diam	Flow[nl/min]	Hd						
494	5	1896	5239	10.5	1.150401	0.223388	*					
495	5	5239	5240	10.5	1.150401	0.223388	*					
496	5	5240	1249	10.5	1.150401	0.223388	*					
497	5	967	5241	7	0.280946	0.123564	*					
498	5	5241	5242	7	0.280946	0.123564	*					
499	5	5242	5243	7	0.280946	0.123564	*					
500	5	5243	5244	7	0.280946	0.123564	*					
501	5	5244	218	7	0.280946	0.123564	*					
502	5	967	3586	6.3	-0.10737	0.179061	*					
503	5	619	611	16.700001	-5.66512	0.492276	*					
504	5	611	5245	13.8	1.026008	0.26859	*					
505	5	5245	1039	13.8	1.026008	0.26859	*					
506	5	611	5246	15.1	-6.691128	0.457976	*					
507	5	5246	598	15.1	-6.691128	0.457976	*					
508	5	598	594	16.200001	-6.938417	0.441992	*					
509	5	598	5247	9.4	0.247289	0.009497	*					
510	5	5247	5248	9.4	0.247289	0.009497	*					
511	5	5248	2517	9.4	0.247289	0.009497	*					
512	5	1039	1031	10.5	0.414039	0.245967	*					
513	5	1039	1545	11.5	0.61197	0.283896	*					
514	5	1200	1195	7.7	0.5473	0.171345	*					
515	5	1195	2409	5.1	0.0357	0	*					
516	5	1195	1189	7.7	0.5116	0.183302	*					
517	5	674	5249	9	-4.8723	0.4	*					
518	5	5249	5250	9	-4.8723	0.4	*					
519	5	5250	5251	9	-4.8723	0.4	*					
520	5	5251	640	9	-4.8723	0.4	*					
521	5	46	5252	43	33.316902	0.438768	*					
522	5	5252	5253	43	33.316902	0.438768	*					
523	5	5253	20	43	33.316902	0.438768	*					
524	5	20	5254	45	-39.115597	0.4	*					
525	5	5254	5255	45	-39.115597	0.4	*					
526	5	5255	5256	45	-39.115597	0.4	*					
527	5	5256	5257	45	-39.115597	0.4	*					
528	5	5257	1823	45	-39.115597	0.4	*					
529	5	20	5258	43	72.432503	0.417832	*					
530	5	5258	5259	43	72.432503	0.417832	*					
531	5	5259	5260	43	72.432503	0.417832	*					
532	5	5260	5261	43	72.432503	0.417832	*					
533	5	5261	5262	43	72.432503	0.417832	*					
534	5	5262	3058	43	72.432503	0.417832	*					
535	5	1823	5263	28	-34.2575	0.4	*					
536	5	5263	2947	28	-34.2575	0.4	*					
537	5	1823	5264	35	-4.858099	0.4	*					
538	5	5264	2949	35	-4.858099	0.4	*					
539	5	496	5265	12	5.5609	0.468466	*					
540	5	5265	2169	12	5.5609	0.468466	*					
541	5	1680	5266	8.4	4.6681	0.341727	*					
542	5	5266	5267	8.4	4.6681	0.341727	*					
543	5	5267	1916	8.4	4.6681	0.341727	*					
544	5	1680	5268	7.3	-0.9728	0.4	*					
545	5	5268	1980	7.3	-0.9728	0.4	*					
546	5	1230	5269	11	-1.11361	0.273375	*					
547	5	5269	3651	11	-1.11361	0.273375	*					
548	5	3651	1340	10.8	-1.784149	0.265343	*					
549	5	3651	5270	8	0.670539	0.252004	*					
550	5	5270	1545	8	0.670539	0.252004	*					
551	5	3750	5271	12	-37.614399	0.4	*					
552	5	5271	5272	12	-37.614399	0.4	*					
553	5	5272	5273	12	-37.614399	0.4	*					
554	5	5273	5274	12	-37.614399	0.4	*					
555	5	5274	5275	12	-37.614399	0.4	*					
556	5	5275	5276	12	-37.614399	0.4	*					
557	5	5276	5277	12	-37.614399	0.4	*					
558	5	5277	5278	12	-37.614399	0.4	*					
559	5	5278	3841	12	-37.614399	0.4	*					
560	5	3750	5279	12	-1.1379	0.4	*					
561	5	5279	5280	12	-1.1379	0.4	*					
562	5	5280	3779	12	-1.1379	0.4	*					
563	5	746	5281	9.5	-1.578428	0.481879	*					
564	5	5281	5282	9.5	-1.578428	0.481879	*					
565	5	5282	1470	9.5	-1.578428	0.481879	*					
566	5	229	5283	10.7	-1.301186	0.326863	*					
567	5	5283	5284	10.7	-1.301186	0.326863	*					
568	5	5284	822	10.7	-1.301186	0.326863	*					
569	5	228	227	27.4	-102.852325	0.417077	*					
570	5	239	5285	45.299999	-105.402908	0.415814	*					
571	5	5285	229	45.299999	-105.402908	0.415814	*					
572	5	3541	228	10.7	1.2494	0.404462	*					
573	5	3549	5286	17.799999	2.4119	0.4	*					
574	5	5286	3541	17.799999	2.4119	0.4	*					
575	5	3541	5287	10.7	1.1625	0.395204	*					
576	5	5287	3940	10.7	1.1625	0.395204	*					
577	5	228	229	45.299999	104.101723	0.416926	*					
578	5	1390	2748	7.3	-1.184823	0.10132	*					
579	5	1396	1884	5	-3.901216	0.200702	*					
580	5	1073	1072	7.2	-3.344716	0.230616	*					
581	5	2479	2491	4.9	-0.074095	0.021854	*					
582	5	1249	1680	7.3	3.6953	0.326387	*					
533 number of nodes												
Name	x	y	z									
1	468.872009	547.151978	14.18054	*								
2	422.681	563.14801	70.187401	*								
13	463.002991	543.104004	24.441999	*								
20	915.690002	281.983002	73.5	*								
46	797.651978	192.162994	108.125999	*								
62	763.53302	265.380981	107.268898	*								
77	690.320007	273.943695	108.652	*								
91	671.604004	208.160004	126.144997	*								
124	572.116943	309.137512	117.5	*								
126	570.337524	317.659485	111.231003	*								
128	570.508972	326.219208	103.6894	*								
134	542.627197	343.077515	99.516602	*								
155	500.432983	408.914185	111.745003	*								
166	525.728394	460.394989	124.153999	*								
187	649.098022	519.005005	102.622002	*								
197	692.189026	547.109009	108.380997	*								
217	737.072998	639.205994	102.308502	*								
218	726.692993	663.156982	95.166901	*								
223	745.686035	685.812012	89.737198	*								
227	768.051025	691.103027	84.144699	*								
228	773.98999	693.653992	82.207703	*								
229	781.968323	687.648438	81.679047	*								
239	836.646973	709.140991	67.151398	*								
246	359.149994	801.203979	68.7491	*								
257	347.203979	735.280029	65.753204	*								
270	298.208008	701.546997	77.233398	*								
273	280.441986	701.348999	75.166603	*								
276	266.686005	689.224976	73.904198	*								
283	253.158997	654.214966	62.566101	*								
293	205.253998	651.196045	76.696098	*								
300	174.959015	638.615967	65.416702	*								
303	165.437012	624.065002	68.036896	*								
325	270.678009	590.667969	112.230003	*								
360	442.901001	670.570007	93.6418	*								
395	623.8479	698.174988	103.810303	*								
457	369.838989	95.850006	93.532204	*								
465	406.968018	116.544998	85.080597	*								
478	455.688995	80.552002	115.267998	*								
496	554.195313	80.087006	115.356003	*								
519	685.174011	68.696991	116.445	*								
562	88.791992	375.320587	69.069595	*								
594	270.130005	408.462799	86.444801	*								
598	261.864014	427.930603	99.005898	*								
611	314.492004	468.035004	100.749496	*								
619	306.635986	509.744019	97.292099	*								
631	259.872986	553.822021	79.881203	*								
632	256.057007	557.580017	88.348999	*								
636	261.36499	572.627991	103.770103	*								
640	962.648987	421.001404	80.117104	*								
674	782.765991	426.234894	89.1754	*								
678	746.872009	428.520203	93.287903	*								
695	726.661011	519.643005	101.242203	*								
712	251.056	321.207703	91.348198	*								
730	345.520996	330.560394	101.325996	*								
746	453.475006	338.989502	108.578003	*								
757	175.765991	560.414001	68.690102	*								
762	147.467987	558.794006	70.471199	*								
772	99.914001	521.369019	79.428101	*								
773	105.687012	515.535034	79.324501	*								
822	800.811035	610.813965	91.335098	*								
833	21.822021	675.557983	87.7967	*								
852	127.246002	693.287964	78.976799	*								
856	141.411987	680.309998	74.976601	*								
858	145.729004	675.596985	66.652603	*								
876	829.865967	79.475006	114.496002	*								
884	857.532959	120.059998	115.195	*								
893	856.546021	165.962997	115.452003	*								
905	557.051819	797.775024	122.987999	*								
929	700.153992	733.957031	90.929497	*								
940	440.911987	547.016968	119.838997	*								
947	475.229095	557.166016	108.718002	*								
965	561.125854	546.547974	95.775597	*								
967	573.302368	540.328979	126.300003	*								
1027	418.442993	498.395996	82.604202	*								
1031	412.906006	488.557983	103.421204	*								
1039	369.938995	472.95401	103.252602	*								
1049	162.78299	797.483032	56.9636	*								
1058	199.778992	761.849976	50.2393	*								
1063	187.602997	744.22699	55.25	*								
1072	151.852875	727.867798	87.887634	*								
1073	143.960999	721.843018	86.696198	*								
1086	481.753784	447.54361	69.3955	*								
1093	500.266418	470.968994	68.796402	*								
1104	42.034973	629.763	61.518799	*								
1108	57.594971	622.031982	58.895199	*								
1112	73.432007	620.511963	77.199097	*								
1135	654.65332	643.077026	70.126602	*								
1152	601.407288	567.453979	96.901497	*								
1174	617.237793	349.850098	104.891296	*								
1189	9.47699	572.544983	96.477402	*								
1195	20.911987	548.643005	71.8405	*								
1200	47.424011	534.179993	67.690201	*								
1204	58.556	512.327026	70.930695	*								
1230	457.53299	368.823853	38.870701	*								
1249	437.606018	135.233994	128.778	*								
1270	734.252991	527.127014	97.010002	*								
1302	738.158813	768.007507	84.695061	*								
1313	519.82782	20.078003	112.364998	*								
1329	869.841003	183.610001	113.616997	*								
1340	392.182983	376.164703	100.696098	*								
1352	516.756592	375.179688	23.9673	*								
1356	522.880676	369.572754	51.624001	*								
1390	297.376007	742.146973	65.114304	*								
1396	266.450012	731.966003	86.323898	*								
1408	545.151184	527.393005	79.628899	*								
1421	696.736023	2.335999	118.802002	*								
1423	701.575989	18.69101	116.744003	*								
1453	976.690002	255.238007	119.722	*								
1458	446.929016	407.239105	106.693001	*								
1467	487.21579	416.999908	89.437599	*								
1470	493.642609	408.522217	101.862602	*								
1501	50.906006	571.033997	89.951797	*								
1525	115.868988	502.033997	49.602798	*								
1535	233.747986	63.171997	119.504997	*								
1544	835.743042	604.151978	99.909599	*								
1545	404.981018	438.04599	96.279701	*								
1547	170.70401	695.195007	122.978996	*								
1567	212.897003	647.390015	129.251999	*								
1583	388.61499	375.350403	89.130096	*								
1612	492.483307	401.122406	47.117199	*								
1628	154.678009	740.958008	126.348999	*								
1636	135.734009	726.742004	69.053497	*								
1649	706.263	493.363007	70.392395	*								
1651	676.445984	512.705994	87.031097	*								
1668	204.770996	747.035034	86.785301	*								
1673	194.266998	743.13501	64.243103	*								
1680	439.116638	125.503799	130.521927	*								
1685	807.322327	582.702148	64.90036	*								
1718	262.785004	739.217041	119.682999	*								
1728	500.814789	482.03299	125.844002	*								
1729	150.561005	729.122009	40.415699	*								
1735	980.80603	620.708008	92.871803	*								
1766	302.705994	635.192993	23.9935	*								
1767	306.738007	643.204956	93.283501	*								
1772	306.774994	642.372986	63.021702	*								
1795	45.653992	481.617004	88.957497	*								
1797	68.503998	465.537994	113.323997	*								
1800	8.085999	507.227997	75.9021	*								
1806	311.950989	796.231995	113.43	*								
1816	306.427002	790.47699	56.934299	*								
1823	891.432007	54.178009	86.970398	*								
1884	274.061188	728.503174	80.839455	*								
1885	481.648102	284.476685	129.212006	*								
1896	430.307007	251.311996	119.869003	*								
1916	419.984985	17.170013	129.261002	*								
1933	495.075806	38.027008	116.219002	*								
1940	472.984985	1.795013	119.705002	*								
1951	526.0578	2.903015	113.662003	*								
1970	619.926392	7.799988	112.991997	*								
1972	635.1745	3.130005	113.142998	*								
1980	466.661011	179.649002	141.494995	*								
2004	263.989014	57.011993	78.288399	*								
2024	360.059021	3.580994	93.398399	*								
2027	217.093994	2.902008	126.366997	*								
2047	155.484985	44.167999	73.805801	*								
2052	123.235992	3.712006	73.550301	*								
2067	45.317993	34.388	74.030296	*								
2079	5.30603	7.238007	76.838097	*								
2096	5.870972	93.127014	80.026802	*								
2127	385.088989	348.497314	33.8176	*								
2169	570.447754	3.609009	126.217003	*								
2176	5.129028	354.562042	67.752998	*								
2180	11.97699	352.642456	67.386299	*								
2185	25.487	303.612091	66.708199	*								
2201	85.937012	249.873993	78.736702	*								
2202	92.615997	245.436005	78.973297	*								
2206	109.703003	221.233994	74.576599	*								
2236	6.273987	113.727997	79.028099	*								
2293	259.561005	274.675415	80.139702	*								
2362	429.966003	241.882996	87.281601	*								
2375	423.949005	302.649811	130.729004	*								
2396	386.041992	377.647491	122.954002	*								
2409	4.075989	550.044006	82.848198	*								
2415	45.762024	481.505981	74.6633	*								
2430	137.561005	475.156006	50.241199	*								
2434	158.789001	457.880096	48.811199	*								
2444	119.777008	511.76001	31.654499	*								
2452	151.462006	525.042969	33.5616	*								
2457	100.907013	530.464966	33.578598	*								
2458	98.571991	553.596008	35.867699	*								
2461	79.044006	568.051025	21.868	*								
2479	51.869019	533.932007	46.537701	*								
2491	60.303925	537.324463	42.373116	*								
2517	221.863007	475.005005	32.248299	*								
2523	218.470001	512.276001	34.3438	*								
2529	219.622986	506.509003	33.1908	*								
2565	5.809998	624.23999	50.009602	*								
2569	5.817017	659.859985	92.6101	*								
2593	7.013	718.960999	41.341801	*								
2600	151.390015	696.52301	11.06781	*								
2623	79.126007	589.697998	20.535301	*								
2645	146.994995	588.182007	8.105061	*								
2654	25.984985	537.880005	15.137671	*								
2672	3.97699	569.988037	10.82434	*								
2716	213.825012	718.407959	20.9011	*								
2725	214.777008	748.109009	62.099602	*								
2748	304.553101	735.422241	66.921753	*								
2760	256.69101	780.785034	8.33342	*								
2781	709.27301	3.210999	110.242996	*								
2784	704.898987	8.967987	109.164001	*								
2789	872.842041	263.959595	113.393997	*								
2800	852.94104	275.455688	112.667	*								
2814	872.296021	298.02359	113.864998	*								
2834	983.089966	300.168213	109.876999	*								
2860	781.014038	338.314087	113	*								
2874	683.533997	332.777588	104.890503	*								
2881	641.506287	329.095398	117.414001	*								
2890	807.072021	347.7883	105.726097	*								
2926	983.101013	328.987488	89.993698	*								
2947	876.636963	1.932007	79.794899	*								
2949	920.56897	2.056	79.757202	*								
2977	798.544006	1.813995	112.651001	*								
2983	807.158997	76.411987	108.095001	*								
2987	737.896973	101.175995	109.834999	*								
2999	799.434021	44.934998	108.315002	*								
3005	743.327026	52.196014	103.665001	*								
3035	979.084961	24.459991	103.079803	*								
3058	981.313965	541.485962	14.493179	*								
3200	623.072205	532.46698	28.6187	*								
3215	634.862305	611.370972	27.3344	*								
3274	863.677979	475.171997	47.014	*								
3299	982.410034	566.47699	63.320202	*								
3301	972.328003	560.051025	63.437599	*								
3343	927.697021	695.117004	60.7243	*								
3349	874.187744	749.183228	17.287376	*								
3370	902.43396	621.515015	85.732399	*								
3438	732.863037	548.424011	97.516998	*								
3492	979.575989	540.862	87.505699	*								
3496	971.208008	541.807983	84.616501	*								
3525	871.761963	803.700012	33.896599	*								
3541	766.77301	723.771973	110.386002	*								
3549	729.539978	802.964966	116.117996	*								
3586	573.139404	544.26001	107.573997	*								
3594	519.387573	469.335999	58.638302	*								
3605	529.839722	443.047607	51.755001	*								
3624	522.21228	374.951202	51.041698	*								
3629	524.791809	430.725311	17.6894	*								
3651	401.786011	383.210114	96.599998	*								
3738	354.960999	380.229309	38.115997	*								
3750	316.458008	405.74881	34.348301	*								
3752	117.854004	210.897995	24.6392	*								
3779	219.503998	345.443115	20.849499	*								
3841	439.471008	801.483032	39.3232	*								
3864	979.377014	145.401993	114.119003	*								
3890	980.01001	110.955002	116.426003	*								
3940	744.578918	762.32135	87.106972	*								
5001	426.765015	506.799011	25.5203	*								
5002	409.268005	498.313995	61.488098	*								
5003	430.325989	557.638	62.887001	*								
5004	472.309296	497.287994	73.044601	*								
5005	437.867004	446.930695	97.645599	*								
5006	443.165009	412.729004	73.326401	*								
5007	403.957001	382.935699	84.951797	*								
5008	363.088989	377.109497	43.938499	*								
5009	437.322021	362.165741	28.4084	*								
5010	365.26001	306.06369	34.645302	*								
5011	338.333008	259.074005	42.1539	*								
5012	294.881012	228.746002	49.287998	*								
5013	258.622986	226.052002	80.637398	*								
5014	246.774994	185.533005	100.4674	*								
5015	243.167999	136.774002	115.414001	*								
5016	226.410004	90.842987	115.628998	*								
5017	257.622009	87.300995	92.946503	*								
5018	291.088013	117.563995	96.298401	*								
5019	336.848022	128.962006	115.400002	*								
5020	216.843994	14.752014	126.367996	*								
5021	327.427979	73.751007	101.3004	*								
5022	279.821014	65.718994	81.501099	*								
5023	273.973999	13.384003	91.627403	*								
5024	324.917999	10.054993	93.361298	*								
5025	208.053009	57.463989	76.809799	*								
5026	101.151001	41.709991	73.516998	*								
5027	16.224976	77.71701	79.382004	*								
5028	434.014008	134.561996	123.886002	*								
5029	439.283997	84.424988	111.380997	*								
5030	508.156311	87.151001	114.866997	*								
5031	490.798096	41.664001	116.209	*								
5032	443.593018	30.740997	114.130997	*								
5033	397.085999	18.903015	113.418999	*								
5034	444.488007	5.721985	119.083	*								
5035	572.143311	14.851013	113.008003	*								
5036	669.733032	22.569	104.085503	*								
5037	633.616272	70.915009	120.771004	*								
5038	581.408997	77.700989	120.119003	*								
5039	717.822021	107.059006	113.474998	*								
5040	696.757996	144.921005	125.732002	*								
5041	681.90802	188.886993	126.023003	*								
5042	625.459106	212.436996	122.514999	*								
5043	583.65979	238.919006	113.000999	*								
5044	564.301453	282.7229	125.328003	*								
5045	684.463013	257.628998	125.279999	*								
5046	643.464905	285.414795	125.796997	*								
5047	595.258423	285.574005	135.981995	*								
5048	541.184021	285.837708	132.505997	*								
5049	487.261108	284.252289	129.47699	*								
5050	735.614014	285.216797	114.375	*								
5051	775.516968	216.300003	113.654999	*								
5052	816.042969	273.657196	113.116997	*								
5053	925.893005	262.278198	113.781998	*								
5054	872.200012	212.093002	116.233002	*								
5055	921.22699	166.621002	111.996002	*								
5056	973.540039	147.477997	113.610001	*								
5057	806.289001	185.475998	109.258003	*								
5058	912.875	121.240005	116.332001	*								
5059	963.665039	111.725998	116.377998	*								
5060	812.932007	32.865997	117.286003	*								
5061	755.044983	94.47699	109.156998	*								
5062	749.263	50.406006	104.059402	*								
5063	853.334961	37.292999	106.680496	*								
5064	903.803955	25.277008	103.860901	*								
5065	955.612	24.544006	103.1259	*								
5066	823.755981	317.248413	113.195	*								
5067	922.734985	307.735596	110.239998	*								
5068	977.041992	300.905609	109.806999	*								
5069	730.719971	336.458801	110.324997	*								
5070	756.989014	343.646393	90.419701	*								
5071	704.113037	340.549591	89.974403	*								
5072	858.330994	345.940002	90.743599	*								
5073	911.734985	339.359711	89.6399	*								
5074	965.208984	331.215912	89.583	*								
5075	591.952087	317.12619	112.530998	*								
5076	668.682007	355.657715	110.209999	*								
5077	716.234985	369.613861	109.295998	*								
5078	750.572021	405.77121	98.518997	*								
5079	574.043274	328.39151	100.376503	*								
5080	536.071472	293.605499	91.162697	*								
5081	498.172302	273.368195	103.351898	*								
5082	493.759491	338.062012	115.360001	*								
5083	523.367676	364.323639	55.380299	*								
5084	559.109375	410.587494	51.2505	*								
5085	533.884277	439.707214	53.0033	*								
5086	468.882996	369.261169	40.0825	*								
5087	402.697021	337.193207	106.051598	*								
5088	351.529999	332.22049	100.2957	*								
5089	292.063995	333.457611	96.301804	*								
5090	306.528015	298.016296	98.775299	*								
5091	256.346008	311.687012	95.252602	*								
5092	201.571991	327.270203	82.863403	*								
5093	149.713013	321.389893	71.310699	*								
5094	97.681	316.333984	66.737999	*								
5095	46.484985	310.021698	66.726601	*								
5096	51.702026	262.000488	69.1045	*								
5097	133.075989	276.391907	80.096802	*								
5098	186.117004	277.653503	80.070503	*								
5099	239.511993	277.203003	80.1745	*								
5100	144.582001	256.76001	80.120399	*								
5101	196.153992	255.856003	80.094803	*								
5102	248.665009	268.881805	80.067299	*								
5103	98.718994	169.546997	77.367897	*								
5104	92.015991	116.854004	77.210602	*								
5105	47.617981	112.953995	76.646797	*								
5106	310.737	278.433502	95.285698	*								
5107	363.187012	282.64209	108.013	*								
5108	414.828003	289.136902	114.495003	*								
5109	464.888	285.658081	128.399994	*								
5110	63.627014	362.248199	72.811203	*								
5111	141.519012	379.589111	72.928101	*								
5112	194.119995	386.851593	80.695503	*								
5113	246.596008	391.897797	84.119003	*								
5114	60.377991	415.739594	47.780499	*								
5115	45.796021	462.035004	28.141899	*								
5116	32.635986	514.862	18.245201	*								
5117	74.498993	566.083008	20.3155	*								
5118	142.753998	560.031006	67.212997	*								
5119	102.92099	527.237	79.552002	*								
5120	85.035004	462.992981	50.076801	*								
5121	205.170013	461.290009	39.2472	*								
5122	189.841003	492.882019	29.047001	*								
5123	249.247986	546.200012	54.331902	*								
5124	167.388	518.877991	34.009399	*								
5125	175.958008	558.114014	57.259499	*								
5126	296.799988	519.28302	85.982498	*								
5127	219.691986	521.837036	94.560402	*								
5128	171.627991	509.89801	87.3395	*								
5129	119.080994	509.447998	85.454803	*								
5130	215.192993	561.05603	92.951897	*								
5131	314.731018	600.328003	91.556297	*								
5132	362.65802	615.009033	96.019699	*								
5133	404.054993	647.846008	94.416199	*								
5134	225.79599	605.984985	95.009499	*								
5135	178.687988	613.299011	82.295601	*								
5136	125.36499	610.27301	86.959702	*								
5137	302.407013	644.77002	62.469398	*								
5138	230.216003	711.874023	47.103001	*								
5139	227.710999	748.570007	63.4562	*								
5140	147.757996	725.294006	83.246803	*								
5141	83.496002	721.134033	77.540604	*								
5142	40.992981	697.730957	92.072403	*								
5143	60.303986	700.911011	61.255901	*								
5144	111.033997	698.113037	74.086601	*								
5145	167.73999	693.843018	118.009003	*								
5146	300.17099	710.252991	67.824203	*								
5147	319.476013	699.968994	85.223099	*								
5148	362.042999	784.567993	65.372604	*								
5149	311.631012	795.593018	107.712997	*								
5150	269.053986	787.062988	19.440899	*								
5151	150.213013	694.639038	16.46372	*								
5152	53.898987	582.740967	89.237602	*								
5153	69.602997	604.455994	20.684799	*								
5154	25.353027	674.408997	58.1008	*								
5155	126.266998	613.598022	11.23201	*								
5156	495.354095	685.063965	94.555	*								
5157	541.135925	705.177002	98.710098	*								
5158	587.542114	715.19397	95.892899	*								
5159	415.75	626.872986	78.478897	*								
5160	384.359009	584.624023	78.145798	*								
5161	346.893982	547.487	91.644699	*								
5162	310.572998	513.30603	98.835602	*								
5163	667.770386	678.065002	100.414299	*								
5164	716.150024	663.179993	91.994499	*								
5165	594.502808	653.547974	112.295998	*								
5166	561.864075	611.755005	120.355003	*								
5167	520.128113	581.307007	114.445999	*								
5168	475.331696	560.963013	108.639999	*								
5169	525.147583	558.348999	95.044601	*								
5170	527.884094	483.140991	62.439499	*								
5171	568.75708	515.708984	38.8335	*								
5172	614.270325	525.630981	27.321301	*								
5173	643.555786	488.684021	49.108601	*								
5174	634.959717	453.477295	73.647301	*								
5175	609.759277	439.582214	96.040199	*								
5176	661.065002	426.402191	96.289497	*								
5177	706.854004	409.096313	95.369904	*								
5178	633.9104	586.714966	27.374399	*								
5179	727.666016	473.679016	97.016098	*								
5180	785.617981	528.296021	92.371597	*								
5181	839.567017	527.035034	90.496201	*								
5182	893.013	537.531982	89.507004	*								
5183	945.577026	544.356995	83.3927	*								
5184	923.89801	528.948975	80.898499	*								
5185	872.80603	535.447998	80.687103	*								
5186	826.105957	554.115967	92.016899	*								
5187	886.004028	614.783997	89.3517	*								
5188	841.989014	638.188965	89.709099	*								
5189	893.369995	635.822998	82.210098	*								
5190	957.192993	618.906006	89.943001	*								
5191	735.916992	603.161987	102.5933	*								
5192	756.596008	524.528015	74.556396	*								
5193	793.098022	490.307007	66.655899	*								
5194	827.131958	515.344971	37.634701	*								
5195	820.401001	560.40802	31.664801	*								
5196	829.329529	628.289856	66.365837	*								
5197	856.536682	672.744751	64.138428	*								
5198	883.761292	715.442932	47.214878	*								
5199	888.487671	757.210266	21.269363	*								
5200	788.638	536.945984	60.994499	*								
5201	774.380981	489.38501	55.379799	*								
5202	781.281982	444.578308	35.801003	*								
5203	786.926025	389.507996	33.9067	*								
5204	815.26001	390.331207	28.5683	*								
5205	839.164001	436.063599	42.415401	*								
5206	885.587036	524.531006	49.6423	*								
5207	902.078979	575.596985	46.9902	*								
5208	914.867004	629.879028	44.437	*								
5209	923.106995	682.916992	43.901199	*								
5210	902.640991	479.069	70.554298	*								
5211	939.462036	520.499023	63.8913	*								
5212	963.480957	609.958984	62.722301	*								
5213	953.880005	663.026001	65.590302	*								
5214	901.539001	729.877014	73.584297	*								
5215	851.924011	712.424988	74.069801	*								
5216	868.098999	736.686035	36.973801	*								
5217	747.687988	648.960999	101.9422	*								
5218	707.721008	724.497009	91.414497	*								
5219	653.813782	752.630005	101.171097	*								
5220	609.9823	777.10498	109.307999	*								
5221	563.690613	794.403015	114.207001	*								
5222	734.072021	766.749023	81.285004	*								
5223	871.843018	797.927979	32.6721	*								
5224	707.291016	602.905029	99.514999	*								
5225	694.999023	551.872986	106.831596	*								
5226	603.624878	508.552979	108.537003	*								
5227	553.389709	493.904999	115.734001	*								
5228	645.820313	550.539001	97.931999	*								
5229	628.598572	611.846985	88.466698	*								
5230	448.807983	491.505005	122.615997	*								
5231	563.55896	492.031982	121.233002	*								
5232	504.786804	417.601288	113.419998	*								
5233	486.70871	365.308136	125.244003	*								
5234	447.873993	336.225098	126.675003	*								
5235	430.731995	252.884003	124.708	*								
5236	408.437988	351.214294	129.149994	*								
5237	335.953003	395.675201	110.341003	*								
5238	284.440002	400.88739	94.533096	*								
5239	432.398987	201.496002	129.699997	*								
5240	439.343018	147.399002	129.914001	*								
5241	623.298828	540.401978	121.196999	*								
5242	653.591187	580.666992	128.322998	*								
5243	686.075989	618.61499	114.803001	*								
5244	720.640991	654.177979	99.403801	*								
5245	363.721008	471.242004	101.730301	*								
5246	273.063995	441.826416	108.998001	*								
5247	265.074005	451.365295	52.3708	*								
5248	226.557007	471.346008	33.347	*								
5249	833.938965	419.8685	87.1493	*								
5250	885.342041	426.32309	85.801598	*								
5251	937.138	425.611816	88.636299	*								
5252	827.846008	231.927002	89.454102	*								
5253	868.937012	265.10141	82.855904	*								
5254	921.354004	227.425995	72.759201	*								
5255	901.148987	179.376999	70.224503	*								
5256	891.94104	127.022995	70.308395	*								
5257	888.091003	76.890015	80.176201	*								
5258	925.322998	308.935699	34.4949	*								
5259	949.52301	342.108704	17.33893	*								
5260	958.605957	394.774292	17.16283	*								
5261	965.752991	447.787689	16.42881	*								
5262	973.584961	500.695984	14.905371	*								
5263	875.031982	7.88501	80.437202	*								
5264	918.047974	7.591003	80.973297	*								
5265	562.448303	31.552002	125.505997	*								
5266	415.359985	101.509003	131.774994	*								
5267	417.231018	47.524994	129.46701	*								
5268	459.929016	157.367996	139.932007	*								
5269	424.307983	372.354187	81.612099	*								
5270	395.372009	426.356293	99.898499	*								
5271	331.550995	457.763611	32.183899	*								
5272	360.807983	500.182007	18.887299	*								
5273	387.088013	548.052979	14.836929	*								
5274	388.819	599.195007	17.649	*								
5275	379.184021	651.122986	23.0485	*								
5276	390.514008	702.02002	33.3046	*								
5277	410.278992	750.979004	40.4505	*								
5278	436.473999	796.502014	39.800301	*								
5279	270.514008	380.300903	34.003799	*								
5280	228.963013	351.421173	23.476601	*								
5281	469.669983	368.232056	71.483704	*								
5282	490.545807	406.1138	98.790001	*								
5283	762.645996	647.217041	101.975502	*								
5284	782.958008	607.68103	95.003502	*								
5285	785.309998	696.002991	78.916901	*								
5286	756.973022	757.803955	113.094002	*								
5287	770.539185	751.525635	88.74398	*								
74 Total number of boundary塅䕃⹌塅Es	Default PO2=18.27											
Node	 Bctype	 Press/Flow	 HD	 PO2								
1	2	-1.5774	0.4	40	61.47433772	1.297605778	0.706327857					
2	2	0.1574	0.4	40	61.47433772	1.297605778	0.706327857					
246	2	-3.4491	0.4	40	61.47433772	1.297605778	0.706327857					
640	2	4.8723	0.4	40	61.47433772	1.297605778	0.706327857					
905	2	43.267601	0.4	40	61.47433772	1.297605778	0.706327857					
940	2	5.5136	0.4	40	61.47433772	1.297605778	0.706327857					
1049	2	-0.3328	0.4	40	61.47433772	1.297605778	0.706327857					
1135	2	0.0807	0.4	40	61.47433772	1.297605778	0.706327857					
1189	2	-0.5116	0.4	40	61.47433772	1.297605778	0.706327857					
1302	2	1.9989	0.4	40	61.47433772	1.297605778	0.706327857					
1352	2	-2.7077	0.4	40	61.47433772	1.297605778	0.706327857					
